	datetime	speed
486	201501210600	NaN
487	201501210700	NaN
488	201501210800	NaN
489	201501210900	NaN
490	201501211000	NaN
491	201501211100	NaN
492	201501211200	NaN
493	201501211300	NaN
494	201501211400	NaN
495	201501211500	NaN
496	201501211600	NaN
497	201501211700	NaN
498	201501211800	NaN
499	201501211900	NaN
500	201501212000	NaN
501	201501212100	NaN
502	201501212200	NaN
503	201501212300	NaN
504	201501220000	NaN
505	201501220100	NaN
506	201501220200	NaN
507	201501220300	NaN
508	201501220400	NaN
509	201501220500	NaN
510	201501220600	NaN
511	201501220700	NaN
512	201501220800	NaN
513	201501220900	NaN
514	201501221000	NaN
515	201501221100	NaN
516	201501221200	NaN
517	201501221300	NaN
518	201501221400	NaN
519	201501221500	NaN
520	201501221600	NaN
521	201501221700	NaN
522	201501221800	NaN
523	201501221900	NaN
524	201501222000	NaN
525	201501222100	NaN
526	201501222200	NaN
527	201501222300	NaN
528	201501230000	NaN
529	201501230100	NaN
530	201501230200	NaN
531	201501230300	NaN
532	201501230400	NaN
533	201501230500	NaN
534	201501230600	NaN
535	201501230700	NaN
536	201501230800	NaN
537	201501230900	NaN
538	201501231000	NaN
539	201501231100	NaN
540	201501231200	NaN
541	201501231300	NaN
542	201501231400	NaN
543	201501231500	NaN
544	201501231600	NaN
545	201501231700	NaN
546	201501231800	NaN
547	201501231900	NaN
548	201501232000	NaN
549	201501232100	NaN
550	201501232200	NaN
551	201501232300	NaN
552	201501240000	NaN
553	201501240100	NaN
554	201501240200	NaN
555	201501240300	NaN
556	201501240400	NaN
557	201501240500	NaN
558	201501240600	NaN
559	201501240700	NaN
560	201501240800	NaN
561	201501240900	NaN
562	201501241000	NaN
563	201501241100	NaN
564	201501241200	NaN
565	201501241300	NaN
566	201501241400	NaN
567	201501241500	NaN
568	201501241600	NaN
569	201501241700	NaN
570	201501241800	NaN
571	201501241900	NaN
572	201501242000	NaN
573	201501242100	NaN
574	201501242200	NaN
575	201501242300	NaN
576	201501250000	NaN
577	201501250100	NaN
578	201501250200	NaN
579	201501250300	NaN
580	201501250400	NaN
581	201501250500	NaN
582	201501250600	NaN
583	201501250700	NaN
584	201501250800	NaN
585	201501250900	NaN
586	201501251000	NaN
587	201501251100	NaN
588	201501251200	NaN
589	201501251300	NaN
590	201501251400	NaN
591	201501251500	NaN
592	201501251600	NaN
593	201501251700	NaN
594	201501251800	NaN
595	201501251900	NaN
596	201501252000	NaN
597	201501252100	NaN
598	201501252200	NaN
599	201501252300	NaN
600	201501260000	NaN
601	201501260100	NaN
602	201501260200	NaN
603	201501260300	NaN
604	201501260400	NaN
605	201501260500	NaN
606	201501260600	NaN
607	201501260700	NaN
608	201501260800	NaN
609	201501260900	NaN
610	201501261000	NaN
611	201501261100	NaN
612	201501261200	NaN
613	201501261300	NaN
614	201501261400	NaN
615	201501261500	NaN
616	201501261600	NaN
617	201501261700	NaN
618	201501261800	NaN
619	201501261900	NaN
620	201501262000	NaN
621	201501262100	NaN
622	201501262200	NaN
623	201501262300	NaN
624	201501270000	NaN
625	201501270100	NaN
626	201501270200	NaN
627	201501270300	NaN
628	201501270400	NaN
629	201501270500	NaN
630	201501270600	NaN
631	201501270700	NaN
632	201501270800	NaN
633	201501270900	NaN
634	201501271000	NaN
635	201501271100	NaN
636	201501271200	NaN
637	201501271300	NaN
638	201501271400	NaN
639	201501271500	NaN
640	201501271600	NaN
641	201501271700	NaN
642	201501271800	NaN
643	201501271900	NaN
644	201501272000	NaN
645	201501272100	NaN
646	201501272200	NaN
647	201501272300	NaN
648	201501280000	NaN
649	201501280100	NaN
650	201501280200	NaN
651	201501280300	NaN
652	201501280400	NaN
653	201501280500	NaN
654	201501280600	NaN
655	201501280700	NaN
656	201501280800	NaN
657	201501280900	NaN
658	201501281000	NaN
659	201501281100	NaN
660	201501281200	NaN
661	201501281300	NaN
662	201501281400	NaN
663	201501281500	NaN
664	201501281600	NaN
665	201501281700	NaN
666	201501281800	NaN
667	201501281900	NaN
668	201501282000	NaN
669	201501282100	NaN
670	201501282200	NaN
671	201501282300	NaN
672	201501290000	NaN
673	201501290100	NaN
674	201501290200	NaN
675	201501290300	NaN
676	201501290400	NaN
677	201501290500	NaN
678	201501290600	NaN
679	201501290700	NaN
680	201501290800	NaN
681	201501290900	NaN
682	201501291000	NaN
683	201501291100	NaN
684	201501291200	NaN
685	201501291300	NaN
686	201501291400	NaN
687	201501291500	NaN
688	201501291600	NaN
689	201501291700	NaN
690	201501291800	NaN
691	201501291900	NaN
692	201501292000	NaN
693	201501292100	NaN
694	201501292200	NaN
695	201501292300	NaN
696	201501300000	NaN
697	201501300100	NaN
698	201501300200	NaN
699	201501300300	NaN
700	201501300400	NaN
701	201501300500	NaN
702	201501300600	NaN
703	201501300700	NaN
704	201501300800	NaN
705	201501300900	NaN
706	201501301000	NaN
707	201501301100	NaN
708	201501301200	NaN
709	201501301300	NaN
710	201501301400	NaN
711	201501301500	NaN
712	201501301600	NaN
713	201501301700	NaN
714	201501301800	NaN
715	201501301900	NaN
716	201501302000	NaN
717	201501302100	NaN
718	201501302200	NaN
719	201501302300	NaN
720	201501310000	NaN
721	201501310100	NaN
722	201501310200	NaN
723	201501310300	NaN
724	201501310400	NaN
725	201501310500	NaN
726	201501310600	NaN
727	201501310700	NaN
728	201501310800	NaN
729	201501310900	NaN
730	201501311000	NaN
731	201501311100	NaN
732	201501311200	NaN
733	201501311300	NaN
734	201501311400	NaN
735	201501311500	NaN
736	201501311600	NaN
737	201501311700	NaN
738	201501311800	NaN
739	201501311900	NaN
740	201501312000	NaN
741	201501312100	NaN
742	201501312200	NaN
743	201501312300	NaN
744	201502010000	NaN
745	201502010100	NaN
746	201502010200	NaN
747	201502010300	NaN
748	201502010400	NaN
749	201502010500	NaN
750	201502010600	NaN
751	201502010700	NaN
752	201502010800	NaN
753	201502010900	NaN
754	201502011000	NaN
755	201502011100	NaN
756	201502011200	NaN
757	201502011300	NaN
758	201502011400	NaN
759	201502011500	NaN
760	201502011600	NaN
761	201502011700	NaN
762	201502011800	NaN
763	201502011900	NaN
764	201502012000	NaN
765	201502012100	NaN
766	201502012200	NaN
767	201502012300	NaN
768	201502020000	NaN
769	201502020100	NaN
770	201502020200	NaN
771	201502020300	NaN
772	201502020400	NaN
773	201502020500	NaN
774	201502020600	NaN
775	201502020700	NaN
776	201502020800	NaN
777	201502020900	NaN
778	201502021000	NaN
779	201502021100	NaN
780	201502021200	NaN
781	201502021300	NaN
782	201502021400	NaN
783	201502021500	NaN
784	201502021600	NaN
785	201502021700	NaN
786	201502021800	NaN
787	201502021900	NaN
788	201502022000	NaN
789	201502022100	NaN
790	201502022200	NaN
791	201502022300	NaN
792	201502030000	NaN
793	201502030100	NaN
794	201502030200	NaN
795	201502030300	NaN
796	201502030400	NaN
797	201502030500	NaN
798	201502030600	NaN
799	201502030700	NaN
800	201502030800	NaN
801	201502030900	NaN
802	201502031000	NaN
803	201502031100	NaN
804	201502031200	NaN
805	201502031300	NaN
806	201502031400	NaN
807	201502031500	NaN
808	201502031600	NaN
809	201502031700	NaN
810	201502031800	NaN
811	201502031900	NaN
812	201502032000	NaN
813	201502032100	NaN
814	201502032200	NaN
815	201502032300	NaN
816	201502040000	NaN
817	201502040100	NaN
818	201502040200	NaN
819	201502040300	NaN
820	201502040400	NaN
821	201502040500	NaN
822	201502040600	NaN
823	201502040700	NaN
824	201502040800	NaN
825	201502040900	NaN
826	201502041000	NaN
827	201502041100	NaN
828	201502041200	NaN
829	201502041300	NaN
830	201502041400	NaN
831	201502041500	NaN
832	201502041600	NaN
833	201502041700	NaN
834	201502041800	NaN
835	201502041900	NaN
836	201502042000	NaN
837	201502042100	NaN
838	201502042200	NaN
839	201502042300	NaN
840	201502050000	NaN
841	201502050100	NaN
842	201502050200	NaN
843	201502050300	NaN
844	201502050400	NaN
845	201502050500	NaN
846	201502050600	NaN
847	201502050700	NaN
848	201502050800	NaN
849	201502050900	NaN
850	201502051000	NaN
851	201502051100	NaN
852	201502051200	NaN
853	201502051300	NaN
854	201502051400	NaN
855	201502051500	NaN
856	201502051600	NaN
857	201502051700	NaN
858	201502051800	NaN
859	201502051900	NaN
860	201502052000	NaN
861	201502052100	NaN
862	201502052200	NaN
863	201502052300	NaN
864	201502060000	NaN
865	201502060100	NaN
866	201502060200	NaN
867	201502060300	NaN
868	201502060400	NaN
869	201502060500	NaN
870	201502060600	NaN
871	201502060700	NaN
872	201502060800	NaN
873	201502060900	NaN
874	201502061000	NaN
875	201502061100	NaN
876	201502061200	NaN
877	201502061300	NaN
878	201502061400	NaN
879	201502061500	NaN
880	201502061600	NaN
881	201502061700	NaN
882	201502061800	NaN
883	201502061900	NaN
884	201502062000	NaN
885	201502062100	NaN
886	201502062200	NaN
887	201502062300	NaN
888	201502070000	NaN
889	201502070100	NaN
890	201502070200	NaN
891	201502070300	NaN
892	201502070400	NaN
893	201502070500	NaN
894	201502070600	NaN
895	201502070700	NaN
896	201502070800	NaN
897	201502070900	NaN
898	201502071000	NaN
899	201502071100	NaN
900	201502071200	NaN
901	201502071300	NaN
902	201502071400	NaN
903	201502071500	NaN
904	201502071600	NaN
905	201502071700	NaN
906	201502071800	NaN
907	201502071900	NaN
908	201502072000	NaN
909	201502072100	NaN
910	201502072200	NaN
911	201502072300	NaN
912	201502080000	NaN
913	201502080100	NaN
914	201502080200	NaN
915	201502080300	NaN
916	201502080400	NaN
917	201502080500	NaN
918	201502080600	NaN
919	201502080700	NaN
920	201502080800	NaN
921	201502080900	NaN
922	201502081000	NaN
923	201502081100	NaN
924	201502081200	NaN
925	201502081300	NaN
926	201502081400	NaN
927	201502081500	NaN
928	201502081600	NaN
929	201502081700	NaN
930	201502081800	NaN
931	201502081900	NaN
932	201502082000	NaN
933	201502082100	NaN
934	201502082200	NaN
935	201502082300	NaN
936	201502090000	NaN
937	201502090100	NaN
938	201502090200	NaN
939	201502090300	NaN
940	201502090400	NaN
941	201502090500	NaN
942	201502090600	NaN
943	201502090700	NaN
944	201502090800	NaN
945	201502090900	NaN
946	201502091000	NaN
947	201502091100	NaN
948	201502091200	NaN
949	201502091300	NaN
950	201502091400	NaN
951	201502091500	NaN
952	201502091600	NaN
953	201502091700	NaN
954	201502091800	NaN
955	201502091900	NaN
956	201502092000	NaN
957	201502092100	NaN
958	201502092200	NaN
959	201502092300	NaN
960	201502100000	NaN
961	201502100100	NaN
962	201502100200	NaN
963	201502100300	NaN
964	201502100400	NaN
965	201502100500	NaN
966	201502100600	NaN
967	201502100700	NaN
968	201502100800	NaN
969	201502100900	NaN
970	201502101000	NaN
971	201502101100	NaN
972	201502101200	NaN
973	201502101300	NaN
974	201502101400	NaN
975	201502101500	NaN
976	201502101600	NaN
977	201502101700	NaN
978	201502101800	NaN
979	201502101900	NaN
980	201502102000	NaN
981	201502102100	NaN
982	201502102200	NaN
983	201502102300	NaN
984	201502110000	NaN
985	201502110100	NaN
986	201502110200	NaN
987	201502110300	NaN
988	201502110400	NaN
989	201502110500	NaN
990	201502110600	NaN
991	201502110700	NaN
992	201502110800	NaN
993	201502110900	NaN
994	201502111000	NaN
995	201502111100	NaN
996	201502111200	NaN
997	201502111300	NaN
998	201502111400	NaN
999	201502111500	NaN
1000	201502111600	NaN
1001	201502111700	NaN
1002	201502111800	NaN
1003	201502111900	NaN
1004	201502112000	NaN
1005	201502112100	NaN
1006	201502112200	NaN
1007	201502112300	NaN
1008	201502120000	NaN
1009	201502120100	NaN
1010	201502120200	NaN
1011	201502120300	NaN
1012	201502120400	NaN
1013	201502120500	NaN
1014	201502120600	NaN
1015	201502120700	NaN
1016	201502120800	NaN
1017	201502120900	NaN
1018	201502121000	NaN
1019	201502121100	NaN
1020	201502121200	NaN
1021	201502121300	NaN
1022	201502121400	NaN
1023	201502121500	NaN
1024	201502121600	NaN
1025	201502121700	NaN
1026	201502121800	NaN
1027	201502121900	NaN
1028	201502122000	NaN
1029	201502122100	NaN
1030	201502122200	NaN
1031	201502122300	NaN
1032	201502130000	NaN
1033	201502130100	NaN
1034	201502130200	NaN
1035	201502130300	NaN
1036	201502130400	NaN
1037	201502130500	NaN
1038	201502130600	NaN
1039	201502130700	NaN
1040	201502130800	NaN
1041	201502130900	NaN
1042	201502131000	NaN
1043	201502131100	NaN
1044	201502131200	NaN
1045	201502131300	NaN
1046	201502131400	NaN
1047	201502131500	NaN
1048	201502131600	NaN
1049	201502131700	NaN
1050	201502131800	NaN
1051	201502131900	NaN
1052	201502132000	NaN
1053	201502132100	NaN
1054	201502132200	NaN
1055	201502132300	NaN
1056	201502140000	NaN
1057	201502140100	NaN
1058	201502140200	NaN
1059	201502140300	NaN
1060	201502140400	NaN
1061	201502140500	NaN
1062	201502140600	NaN
1063	201502140700	NaN
1064	201502140800	NaN
1065	201502140900	NaN
1066	201502141000	NaN
1067	201502141100	NaN
1068	201502141200	NaN
1069	201502141300	NaN
1070	201502141400	NaN
1071	201502141500	NaN
1072	201502141600	NaN
1073	201502141700	NaN
1074	201502141800	NaN
1075	201502141900	NaN
1076	201502142000	NaN
1077	201502142100	NaN
1078	201502142200	NaN
1079	201502142300	NaN
1080	201502150000	NaN
1081	201502150100	NaN
1082	201502150200	NaN
1083	201502150300	NaN
1084	201502150400	NaN
1085	201502150500	NaN
1086	201502150600	NaN
1087	201502150700	NaN
1088	201502150800	NaN
1089	201502150900	NaN
1090	201502151000	NaN
1091	201502151100	NaN
1092	201502151200	NaN
1093	201502151300	NaN
1094	201502151400	NaN
1095	201502151500	NaN
1096	201502151600	NaN
1097	201502151700	NaN
1098	201502151800	NaN
1099	201502151900	NaN
1100	201502152000	NaN
1101	201502152100	NaN
1102	201502152200	NaN
1103	201502152300	NaN
1104	201502160000	NaN
1105	201502160100	NaN
1106	201502160200	NaN
1107	201502160300	NaN
1108	201502160400	NaN
1109	201502160500	NaN
1110	201502160600	NaN
1111	201502160700	NaN
1112	201502160800	NaN
1113	201502160900	NaN
1114	201502161000	NaN
1115	201502161100	NaN
1116	201502161200	NaN
1117	201502161300	NaN
1118	201502161400	NaN
1119	201502161500	NaN
1120	201502161600	NaN
1121	201502161700	NaN
1122	201502161800	NaN
1123	201502161900	NaN
1124	201502162000	NaN
1125	201502162100	NaN
1126	201502162200	NaN
1127	201502162300	NaN
1128	201502170000	NaN
1129	201502170100	NaN
1130	201502170200	NaN
1131	201502170300	NaN
1132	201502170400	NaN
1133	201502170500	NaN
1134	201502170600	NaN
1135	201502170700	NaN
1136	201502170800	NaN
1137	201502170900	NaN
1138	201502171000	NaN
1139	201502171100	NaN
1140	201502171200	NaN
1141	201502171300	NaN
1142	201502171400	NaN
1143	201502171500	NaN
1144	201502171600	NaN
1145	201502171700	NaN
1146	201502171800	NaN
1147	201502171900	NaN
1148	201502172000	NaN
1149	201502172100	NaN
1150	201502172200	NaN
1151	201502172300	NaN
1152	201502180000	NaN
1153	201502180100	NaN
1154	201502180200	NaN
1155	201502180300	NaN
1156	201502180400	NaN
1157	201502180500	NaN
1158	201502180600	NaN
1159	201502180700	NaN
1160	201502180800	NaN
1161	201502180900	NaN
1162	201502181000	NaN
1163	201502181100	NaN
1164	201502181200	NaN
1165	201502181300	NaN
1166	201502181400	NaN
1167	201502181500	NaN
1168	201502181600	NaN
1169	201502181700	NaN
1170	201502181800	NaN
1171	201502181900	NaN
1172	201502182000	NaN
1173	201502182100	NaN
1174	201502182200	NaN
1175	201502182300	NaN
1176	201502190000	NaN
1177	201502190100	NaN
1178	201502190200	NaN
1179	201502190300	NaN
1180	201502190400	NaN
1181	201502190500	NaN
1182	201502190600	NaN
1183	201502190700	NaN
1184	201502190800	NaN
1185	201502190900	NaN
1186	201502191000	NaN
1187	201502191100	NaN
1188	201502191200	NaN
1189	201502191300	NaN
1190	201502191400	NaN
1191	201502191500	NaN
1192	201502191600	NaN
1193	201502191700	NaN
1194	201502191800	NaN
1195	201502191900	NaN
1196	201502192000	NaN
1197	201502192100	NaN
1198	201502192200	NaN
1199	201502192300	NaN
1200	201502200000	NaN
1201	201502200100	NaN
1202	201502200200	NaN
1203	201502200300	NaN
1204	201502200400	NaN
1205	201502200500	NaN
1206	201502200600	NaN
1207	201502200700	NaN
1208	201502200800	NaN
1209	201502200900	NaN
1210	201502201000	NaN
1211	201502201100	NaN
1212	201502201200	NaN
1213	201502201300	NaN
1214	201502201400	NaN
1215	201502201500	NaN
1216	201502201600	NaN
1217	201502201700	NaN
1218	201502201800	NaN
1219	201502201900	NaN
1220	201502202000	NaN
1221	201502202100	NaN
1222	201502202200	NaN
1223	201502202300	NaN
1224	201502210000	NaN
1225	201502210100	NaN
1226	201502210200	NaN
1227	201502210300	NaN
1228	201502210400	NaN
1229	201502210500	NaN
1230	201502210600	NaN
1231	201502210700	NaN
1232	201502210800	NaN
1233	201502210900	NaN
1234	201502211000	NaN
1235	201502211100	NaN
1236	201502211200	NaN
1237	201502211300	NaN
1238	201502211400	NaN
1239	201502211500	NaN
1240	201502211600	NaN
1241	201502211700	NaN
1242	201502211800	NaN
1243	201502211900	NaN
1244	201502212000	NaN
1245	201502212100	NaN
1246	201502212200	NaN
1247	201502212300	NaN
